City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
254,Gonbad-E Qabus,IR,2021-11-02 03:57:22,37.25,55.1672,56.35,48,77,4.07,broken clouds
255,Dicabisagan,PH,2021-11-02 03:57:23,17.0818,122.4157,83.1,64,70,10.13,broken clouds
256,Siavonga,ZM,2021-11-02 03:57:23,-16.5382,28.7088,80.26,50,65,6.8,broken clouds
257,Esperance,AU,2021-11-02 03:57:24,-33.8667,121.9,64.24,49,76,20.6,light rain
258,Waddan,LY,2021-11-02 03:57:24,29.1614,16.139,67.51,26,0,2.3,clear sky
259,Slave Lake,CA,2021-11-02 03:57:24,55.2834,-114.769,30.18,43,1,11.5,clear sky
260,Cayenne,GF,2021-11-02 03:57:25,4.9333,-52.3333,81.09,81,20,5.01,few clouds
261,Airai,TL,2021-11-02 03:57:25,-8.9266,125.4092,78.85,45,68,4.12,broken clouds
262,Wanning,CN,2021-11-02 03:57:27,18.8003,110.3967,79.97,83,22,8.86,few clouds
263,Whitianga,NZ,2021-11-02 03:57:27,-36.8333,175.7,68.02,58,100,8.46,light rain
264,Riyadh,SA,2021-11-02 03:55:42,24.6877,46.7219,60.94,26,0,2.95,clear sky
265,Tiksi,RU,2021-11-02 03:57:28,71.6872,128.8694,0.86,96,98,6.11,overcast clouds
266,Port Hedland,AU,2021-11-02 03:57:29,-20.3167,118.5667,82.45,39,3,14.97,clear sky
267,Ostrovnoy,RU,2021-11-02 03:57:29,68.0531,39.5131,36.19,96,100,22.1,overcast clouds
268,Egvekinot,RU,2021-11-02 03:57:30,66.3167,-179.1667,-5.98,89,16,9.42,few clouds
269,San Carlos De Bariloche,AR,2021-11-02 03:57:30,-41.1456,-71.3082,53.35,58,0,17.27,clear sky
270,Nouadhibou,MR,2021-11-02 03:57:31,20.931,-17.0347,68.67,80,82,14.07,broken clouds
271,Dhidhdhoo,MV,2021-11-02 03:57:31,6.8833,73.1,80.02,81,100,3.06,overcast clouds
272,Mapastepec,MX,2021-11-02 03:57:32,15.4333,-92.9,75.83,85,29,3.67,scattered clouds
273,Adrar,MR,2021-11-02 03:57:32,20.5022,-10.0711,78.03,17,63,9.86,broken clouds
274,Havelock,US,2021-11-02 03:57:02,34.8791,-76.9013,62.92,92,65,3.27,broken clouds
275,Severnyy,RU,2021-11-02 03:57:33,50.677,36.5532,46.44,93,90,8.95,light rain
276,Tornio,FI,2021-11-02 03:57:33,65.8481,24.1466,44.62,87,96,15.88,overcast clouds
277,Moose Factory,CA,2021-11-02 03:57:34,51.2585,-80.6094,32.0,93,90,17.27,light snow
278,Gambela,ET,2021-11-02 03:57:34,8.25,34.5833,73.45,63,84,5.03,broken clouds
279,Ambon,ID,2021-11-02 03:57:34,-3.6954,128.1814,80.74,89,40,4.61,scattered clouds
280,Hinton,CA,2021-11-02 03:57:35,53.4001,-117.5857,21.24,57,0,3.11,clear sky
281,Itum-Kale,RU,2021-11-02 03:57:35,42.7356,45.5758,54.28,66,57,6.89,broken clouds
282,Benjamin Hill,MX,2021-11-02 03:57:36,30.1667,-111.1,65.79,33,93,2.15,overcast clouds
283,Comodoro Rivadavia,AR,2021-11-02 03:57:38,-45.8667,-67.5,53.46,76,0,4.61,clear sky
284,Klaksvik,FO,2021-11-02 03:57:38,62.2266,-6.589,43.72,86,99,23.33,overcast clouds
285,Bluefields,NI,2021-11-02 03:57:38,12.0137,-83.7635,76.86,92,100,8.08,overcast clouds
286,Sorland,NO,2021-11-02 03:57:39,67.667,12.6934,47.48,86,97,17.67,overcast clouds
287,Trelew,AR,2021-11-02 03:57:40,-43.249,-65.3051,59.27,65,47,28.74,scattered clouds
288,Straumen,NO,2021-11-02 03:57:41,63.8709,11.2999,52.95,72,61,9.19,broken clouds
289,Pitimbu,BR,2021-11-02 03:57:41,-7.4706,-34.8086,77.59,77,44,10.33,scattered clouds
290,Arbazh,RU,2021-11-02 03:57:41,57.6804,48.3065,39.31,90,100,7.74,overcast clouds
291,Malakal,SS,2021-11-02 03:52:50,9.5334,31.6605,77.22,60,82,3.27,broken clouds
292,Kulykiv,UA,2021-11-02 03:57:42,50.3142,24.8176,40.68,94,0,8.21,clear sky
293,Dali,CN,2021-11-02 03:57:43,25.7,100.1833,65.84,44,1,4.36,clear sky
294,Saint-Denis,FR,2021-11-02 03:57:43,48.9167,2.3333,48.97,90,75,4.0,broken clouds
295,Borogontsy,RU,2021-11-02 03:57:43,62.6683,131.1683,23.65,89,100,10.63,overcast clouds
296,Yuanping,CN,2021-11-02 03:57:44,38.7153,112.7575,49.98,65,85,2.44,overcast clouds
297,Ust-Maya,RU,2021-11-02 03:57:44,60.4167,134.5333,25.63,85,93,7.2,overcast clouds
298,Bataipora,BR,2021-11-02 03:57:45,-22.2953,-53.2711,69.58,78,30,2.68,scattered clouds
299,Zhigalovo,RU,2021-11-02 03:57:45,54.8097,105.1578,31.98,44,76,5.46,broken clouds
300,Benguela,AO,2021-11-02 03:57:46,-12.5763,13.4055,73.45,82,100,1.48,overcast clouds
301,Coquimbo,CL,2021-11-02 03:55:35,-29.9533,-71.3436,56.93,76,75,3.44,broken clouds
302,Kjollefjord,NO,2021-11-02 03:57:47,70.9457,27.3465,43.56,83,100,27.83,light rain
303,Bathsheba,BB,2021-11-02 03:57:47,13.2167,-59.5167,81.21,74,40,14.97,scattered clouds
304,Milkovo,RU,2021-11-02 03:57:47,54.7167,158.6167,26.46,68,49,5.23,scattered clouds
305,Eureka,US,2021-11-02 03:57:05,40.8021,-124.1637,57.67,94,99,4.54,overcast clouds
306,Paro,BT,2021-11-02 03:57:48,27.4305,89.4133,58.8,39,2,5.35,clear sky
307,Ahipara,NZ,2021-11-02 03:57:48,-35.1667,173.1667,61.36,69,8,18.43,clear sky
308,Mormugao,IN,2021-11-02 03:57:49,15.4,73.8,79.86,78,40,8.05,scattered clouds
309,Hudiksvall,SE,2021-11-02 03:57:49,61.729,17.1036,45.52,96,100,5.32,overcast clouds
310,Muros,ES,2021-11-02 03:57:50,42.7762,-9.0603,59.09,83,94,16.04,overcast clouds
311,Douentza,ML,2021-11-02 03:57:50,14.9951,-2.9517,82.29,20,27,4.61,scattered clouds
312,Nara,JP,2021-11-02 03:57:50,34.6851,135.8049,69.91,40,20,8.25,few clouds
313,Balaguer,ES,2021-11-02 03:57:51,41.7912,0.8109,49.68,86,4,7.87,clear sky
314,Xai-Xai,MZ,2021-11-02 03:57:51,-25.0519,33.6442,73.42,69,0,12.39,clear sky
315,Chumikan,RU,2021-11-02 03:57:52,54.7183,135.315,37.63,43,8,18.37,clear sky
316,Roald,NO,2021-11-02 03:57:52,62.5833,6.1333,53.74,58,90,5.75,overcast clouds
317,Hasaki,JP,2021-11-02 03:57:52,35.7333,140.8333,68.4,78,94,13.73,overcast clouds
318,Paamiut,GL,2021-11-02 03:57:53,61.994,-49.6678,38.16,61,100,17.98,overcast clouds
319,Jumla,NP,2021-11-02 03:57:53,29.2747,82.1838,54.5,34,0,3.13,clear sky
320,Sherlovaya Gora,RU,2021-11-02 03:57:54,50.5667,116.25,35.42,77,100,9.15,overcast clouds
321,Mackenzie,CA,2021-11-02 03:56:14,55.2999,-123.1698,26.82,93,90,6.91,overcast clouds
322,Yumen,CN,2021-11-02 03:57:54,40.2833,97.2,49.6,27,32,19.82,scattered clouds
323,Mahajanga,MG,2021-11-02 03:57:55,-15.7167,46.3167,78.82,83,40,3.44,light rain
324,Tessalit,ML,2021-11-02 03:57:55,20.1986,1.0114,78.64,18,81,10.87,broken clouds
325,Puerto Escondido,MX,2021-11-02 03:57:56,15.85,-97.0667,79.43,82,16,5.86,few clouds
326,Lavrentiya,RU,2021-11-02 03:57:56,65.5833,-171.0,18.5,85,100,23.11,overcast clouds
327,Luderitz,NA,2021-11-02 03:57:56,-26.6481,15.1594,55.27,73,0,15.7,clear sky
328,Concepcion Del Oro,MX,2021-11-02 03:57:57,24.6333,-101.4167,61.21,44,41,6.62,scattered clouds
329,Balykshi,KZ,2021-11-02 03:57:57,47.0667,51.8667,37.4,75,0,8.95,clear sky
330,Kargasok,RU,2021-11-02 03:57:58,59.0556,80.8572,7.99,79,100,13.31,overcast clouds
331,Mbanza-Ngungu,CD,2021-11-02 03:57:58,-5.25,14.8667,67.3,97,100,4.05,moderate rain
332,Whitley Bay,GB,2021-11-02 03:57:59,55.0397,-1.4471,43.07,90,100,5.75,overcast clouds
333,Burnie,AU,2021-11-02 03:57:59,-41.0667,145.9167,64.92,75,59,11.25,broken clouds
334,Los Llanos De Aridane,ES,2021-11-02 03:57:59,28.6585,-17.9182,65.95,74,0,3.0,clear sky
335,Viedma,AR,2021-11-02 03:58:00,-40.8135,-62.9967,50.45,94,77,11.79,broken clouds
336,Vao,NC,2021-11-02 03:58:00,-22.6667,167.4833,69.42,63,78,19.86,broken clouds
337,Tabas,IR,2021-11-02 03:58:01,33.5959,56.9244,67.42,32,19,2.42,few clouds
338,Henties Bay,NA,2021-11-02 03:58:01,-22.116,14.2845,54.86,92,11,10.92,few clouds
339,Magomeni,TZ,2021-11-02 03:58:02,-6.8,39.25,79.18,89,75,9.22,broken clouds
340,Port Blair,IN,2021-11-02 03:58:03,11.6667,92.75,84.51,71,100,9.26,overcast clouds
341,San Cristobal,VE,2021-11-02 03:58:03,7.7669,-72.225,66.38,97,91,2.48,light rain
342,Ampanihy,MG,2021-11-02 03:58:04,-24.7,44.75,73.85,68,0,6.26,clear sky
343,Mugur-Aksy,RU,2021-11-02 03:58:04,50.35,90.5,21.11,76,100,7.54,overcast clouds
344,Sovetskaya Gavan,RU,2021-11-02 03:58:04,48.9723,140.2878,44.4,51,26,5.06,scattered clouds
345,Batemans Bay,AU,2021-11-02 03:58:05,-35.7167,150.1833,80.2,61,8,13.56,clear sky
346,Galveston,US,2021-11-02 03:58:05,29.3669,-94.9669,70.97,91,0,7.27,clear sky
347,Sao Felix Do Xingu,BR,2021-11-02 03:58:06,-6.6447,-51.995,72.25,99,100,0.94,overcast clouds
348,Tukums,LV,2021-11-02 03:58:06,56.9669,23.1553,40.35,89,0,10.45,clear sky
349,Tuktoyaktuk,CA,2021-11-02 03:58:07,69.4541,-133.0374,24.8,86,40,4.61,scattered clouds
350,Rome,US,2021-11-02 03:56:28,34.257,-85.1647,54.01,93,0,2.95,clear sky
351,Brae,GB,2021-11-02 03:58:07,60.3964,-1.353,40.91,90,68,10.29,broken clouds
352,Xining,CN,2021-11-02 03:53:55,36.6167,101.7667,38.37,57,98,2.24,overcast clouds
353,Lasa,IT,2021-11-02 03:58:08,46.6166,10.7002,39.94,97,100,5.1,overcast clouds
354,Hillsborough,US,2021-11-02 03:58:09,37.5741,-122.3794,61.81,94,90,3.0,mist
355,Talakan,RU,2021-11-02 03:58:09,50.3167,130.3667,41.0,24,21,5.03,few clouds
356,Maanshan,CN,2021-11-02 03:58:09,31.6957,118.4983,64.45,60,83,10.85,broken clouds
357,Lorengau,PG,2021-11-02 03:58:11,-2.0226,147.2712,86.58,61,100,6.35,overcast clouds
358,Olafsvik,IS,2021-11-02 03:58:11,64.8945,-23.7142,33.64,66,74,23.91,broken clouds
359,Valence,ES,2021-11-02 03:58:12,39.4697,-0.3774,64.62,53,0,3.0,clear sky
360,Vardo,NO,2021-11-02 03:58:13,70.3705,31.1107,41.2,89,100,29.08,overcast clouds
361,Touros,BR,2021-11-02 03:58:14,-5.1989,-35.4608,77.9,80,87,13.33,overcast clouds
362,Nueva Londres,PY,2021-11-02 03:58:14,-25.4045,-56.5498,69.82,73,0,3.56,clear sky
363,Porto Velho,BR,2021-11-02 03:58:14,-8.7619,-63.9039,75.25,94,40,3.44,light rain
364,Puerto Madryn,AR,2021-11-02 03:58:15,-42.7692,-65.0385,56.89,79,94,26.33,overcast clouds
365,Nizhniy Tsasuchey,RU,2021-11-02 03:58:15,50.5167,115.1333,41.16,56,100,14.34,overcast clouds
366,Zhezkazgan,KZ,2021-11-02 03:58:16,47.8043,67.7144,43.2,58,89,14.23,overcast clouds
367,Makakilo City,US,2021-11-02 03:58:16,21.3469,-158.0858,78.28,73,31,5.48,scattered clouds
368,Komsomolskiy,UZ,2021-11-02 03:58:16,40.4272,71.7189,49.42,57,0,4.61,clear sky
369,Avera,US,2021-11-02 03:58:17,33.194,-82.5271,52.38,63,34,1.59,scattered clouds
370,Xihe,CN,2021-11-02 03:58:17,31.6864,113.4659,64.15,69,97,5.23,overcast clouds
371,Port Lincoln,AU,2021-11-02 03:58:18,-34.7333,135.8667,70.54,55,100,16.15,overcast clouds
372,Omboue,GA,2021-11-02 03:58:18,-1.5746,9.2618,72.82,96,95,4.41,overcast clouds
373,Tumaco,CO,2021-11-02 03:58:18,1.7986,-78.8156,76.91,82,95,4.9,overcast clouds
374,Chimoio,MZ,2021-11-02 03:58:19,-19.1164,33.4833,69.66,100,75,2.3,mist
375,Koslan,RU,2021-11-02 03:58:19,63.4564,48.8989,19.49,85,37,6.89,scattered clouds
376,La Ronge,CA,2021-11-02 03:58:20,55.1001,-105.2842,26.85,74,1,4.61,clear sky
377,Del Rio,US,2021-11-02 03:58:20,29.3627,-100.8968,73.42,65,0,8.86,clear sky
378,Okhotsk,RU,2021-11-02 03:58:21,59.3833,143.3,18.72,60,3,10.51,clear sky
379,Astana,KZ,2021-11-02 03:58:22,51.1801,71.446,31.95,93,90,17.9,freezing rain
380,Jiaojiang,CN,2021-11-02 03:58:23,28.6803,121.4428,70.0,74,88,6.78,light rain
381,Saint Anthony,US,2021-11-02 03:58:23,45.0205,-93.218,39.92,65,90,1.01,overcast clouds
382,Launceston,AU,2021-11-02 03:58:24,-41.45,147.1667,72.61,51,43,8.01,scattered clouds
383,Hamilton,US,2021-11-02 03:58:24,39.1834,-84.5333,47.12,70,100,1.01,overcast clouds
384,Tambacounda,SN,2021-11-02 03:58:25,13.7539,-13.7586,75.25,94,0,4.61,clear sky
385,Belaya Gora,RU,2021-11-02 03:58:25,68.5333,146.4167,-1.21,97,88,6.64,overcast clouds
386,Cochrane,CA,2021-11-02 03:58:25,51.1834,-114.4687,20.86,65,1,8.05,clear sky
387,Thinadhoo,MV,2021-11-02 03:58:26,0.5333,72.9333,83.62,75,49,15.75,scattered clouds
388,Nelson Bay,AU,2021-11-02 03:58:26,-32.7167,152.15,77.05,63,11,19.37,few clouds
389,Aden,YE,2021-11-02 03:55:28,12.7794,45.0367,81.88,58,39,4.88,scattered clouds
390,Grindavik,IS,2021-11-02 03:58:27,63.8424,-22.4338,33.75,80,75,20.71,broken clouds
391,Bowen,AU,2021-11-02 03:58:27,-20.0167,148.2333,84.42,62,16,20.8,few clouds
392,East Cleveland,US,2021-11-02 03:58:28,41.5331,-81.579,47.7,66,90,1.99,overcast clouds
393,Saint-Georges,GD,2021-11-02 03:58:29,12.0564,-61.7485,80.28,78,20,6.91,few clouds
394,Darhan,MN,2021-11-02 03:58:29,49.4867,105.9228,38.59,62,18,8.39,few clouds
395,Sung Noen,TH,2021-11-02 03:58:30,14.8992,101.8207,85.05,82,99,8.16,overcast clouds
396,Opuwo,NA,2021-11-02 03:58:30,-18.0607,13.84,62.01,34,5,2.39,clear sky
397,Maraba,BR,2021-11-02 03:58:30,-5.3686,-49.1178,75.38,100,20,0.0,few clouds
398,Jurm,AF,2021-11-02 03:58:31,36.8648,70.8342,48.16,35,0,3.2,clear sky
399,Lahat,ID,2021-11-02 03:58:31,-3.8,103.5333,79.77,78,100,2.33,overcast clouds
400,Saldanha,ZA,2021-11-02 03:58:32,-33.0117,17.9442,51.85,51,80,4.07,broken clouds
401,Kongolo,CD,2021-11-02 03:58:32,-5.3833,27.0,67.55,99,92,0.74,overcast clouds
402,Stokmarknes,NO,2021-11-02 03:58:33,68.5646,14.9108,48.18,76,75,5.75,broken clouds
403,Panna,IN,2021-11-02 03:58:34,24.7167,80.2,74.37,40,0,4.05,clear sky
404,Kassala,SD,2021-11-02 03:58:34,15.451,36.4,81.73,57,99,7.27,overcast clouds
405,Onverwacht,SR,2021-11-02 03:58:34,5.5833,-55.1833,78.85,89,20,1.14,few clouds
406,Port Hardy,CA,2021-11-02 03:58:35,50.6996,-127.4199,46.58,87,90,18.41,light rain
407,Tirau,NZ,2021-11-02 03:58:35,-37.9833,175.75,73.81,60,100,3.78,overcast clouds
408,Townsville,AU,2021-11-02 03:58:36,-19.25,146.8,83.28,61,40,20.71,scattered clouds
409,Pyu,MM,2021-11-02 03:58:36,18.4833,96.4333,84.76,70,79,2.95,broken clouds
410,Penzance,GB,2021-11-02 03:58:37,50.1186,-5.5371,49.77,71,93,15.75,overcast clouds
411,Gallup,US,2021-11-02 03:58:37,35.5281,-108.7426,47.01,43,61,4.61,broken clouds
412,Torbat-E Jam,IR,2021-11-02 03:58:38,35.244,60.6225,53.35,21,18,3.67,few clouds
413,Barabinsk,RU,2021-11-02 03:58:38,55.3571,78.357,7.54,88,80,13.2,broken clouds
414,Zhangye,CN,2021-11-02 03:58:39,38.9342,100.4517,49.75,27,2,1.25,clear sky
415,Zomin,UZ,2021-11-02 03:58:39,39.9606,68.3958,49.84,48,0,1.79,clear sky
416,Alamogordo,US,2021-11-02 03:53:49,32.8995,-105.9603,61.02,39,1,6.91,clear sky
417,Jamame,SO,2021-11-02 03:58:39,0.0722,42.7506,79.88,76,75,10.36,broken clouds
418,Sile,TR,2021-11-02 03:58:40,41.1754,29.6133,56.07,78,0,4.56,clear sky
419,Boende,CD,2021-11-02 03:58:40,-0.2167,20.8667,68.34,100,100,0.87,light rain
420,Leh,IN,2021-11-02 03:58:41,34.1667,77.5833,24.71,69,90,2.51,overcast clouds
421,Miyang,CN,2021-11-02 03:58:41,24.4042,103.4428,63.03,89,100,2.98,overcast clouds
422,Hays,US,2021-11-02 03:57:30,30.0502,-98.0336,67.8,87,5,1.01,clear sky
423,Ondangwa,NA,2021-11-02 03:58:42,-17.9167,15.95,66.2,27,4,4.61,clear sky
424,Harwich,GB,2021-11-02 03:58:42,51.9419,1.2844,45.0,89,100,5.01,overcast clouds
425,Hofn,IS,2021-11-02 03:58:43,64.2539,-15.2082,36.75,59,40,28.45,scattered clouds
426,Muisne,EC,2021-11-02 03:58:43,0.6,-80.0333,74.95,84,63,3.74,broken clouds
427,Flin Flon,CA,2021-11-02 03:58:43,54.7682,-101.865,27.12,79,15,3.78,few clouds
428,Bumba,CD,2021-11-02 03:58:44,2.1833,22.4667,68.29,98,100,1.68,overcast clouds
429,Palu,ID,2021-11-02 03:58:44,-0.8917,119.8707,86.74,73,99,3.69,overcast clouds
430,Yarkovo,RU,2021-11-02 03:58:45,57.4028,67.0786,12.56,74,6,7.14,clear sky
431,Vallenar,CL,2021-11-02 03:58:45,-28.5708,-70.7581,59.02,71,64,1.45,broken clouds
432,Gwadar,PK,2021-11-02 03:58:45,25.1216,62.3254,79.66,31,0,8.08,clear sky
433,Srednekolymsk,RU,2021-11-02 03:58:46,67.45,153.6833,-0.09,87,100,10.04,overcast clouds
434,Margate,GB,2021-11-02 03:58:46,51.3813,1.3862,45.3,88,100,10.83,overcast clouds
435,Genhe,CN,2021-11-02 03:58:47,50.7833,121.5167,40.24,41,100,8.03,overcast clouds
436,Waingapu,ID,2021-11-02 03:58:47,-9.6567,120.2641,88.5,62,94,11.27,overcast clouds
437,Vicuna,CL,2021-11-02 03:55:41,-30.0319,-70.7081,49.73,70,96,1.28,overcast clouds
438,Dourbali,TD,2021-11-02 03:58:48,11.8091,15.8632,82.11,25,65,6.04,broken clouds
439,Fougamou,GA,2021-11-02 03:58:49,-1.2154,10.5838,71.51,99,100,2.06,overcast clouds
440,Napasar,IN,2021-11-02 03:58:49,27.9667,73.55,78.94,25,0,12.01,clear sky
441,Saint Simons,US,2021-11-02 03:58:49,31.1352,-81.3901,62.64,96,1,1.01,clear sky
442,Clyde River,CA,2021-11-02 03:58:50,70.4692,-68.5914,17.46,94,100,8.99,light snow
443,Vestmanna,FO,2021-11-02 03:58:50,62.1564,-7.1664,41.92,100,90,21.85,mist
444,Bakel,SN,2021-11-02 03:58:51,14.905,-12.4568,84.36,25,39,3.33,scattered clouds
445,Araxa,BR,2021-11-02 03:58:51,-19.5933,-46.9406,64.36,100,0,3.44,clear sky
446,College,US,2021-11-02 03:58:52,64.8569,-147.8028,29.86,85,90,0.0,light snow
447,Yakovlevo,RU,2021-11-02 03:58:52,50.8603,36.4478,46.65,96,94,9.71,overcast clouds
448,Poso,ID,2021-11-02 03:58:53,-1.3959,120.7524,87.22,63,94,5.3,overcast clouds
449,Limulunga,ZM,2021-11-02 03:58:54,-15.0969,23.1376,72.61,63,51,8.01,broken clouds
450,Linjiang,CN,2021-11-02 03:58:54,41.8069,126.9078,45.97,74,98,1.14,overcast clouds
451,Mount Isa,AU,2021-11-02 03:58:54,-20.7333,139.5,96.57,32,40,8.05,scattered clouds
452,Severodvinsk,RU,2021-11-02 03:58:55,64.5635,39.8302,33.91,96,100,11.79,overcast clouds
453,Nyurba,RU,2021-11-02 03:58:55,63.2842,118.3319,27.63,82,100,14.74,light snow
454,Sisimiut,GL,2021-11-02 03:58:56,66.9395,-53.6735,33.35,96,100,10.76,snow
455,Nkhotakota,MW,2021-11-02 03:58:56,-12.9274,34.2961,79.56,59,2,2.89,clear sky
456,Assens,DK,2021-11-02 03:58:57,55.2702,9.9008,46.29,90,100,10.31,overcast clouds
457,Sechura,PE,2021-11-02 03:58:57,-5.5569,-80.8222,66.34,72,10,7.34,clear sky
458,Hammerfest,NO,2021-11-02 03:58:58,70.6634,23.6821,45.05,76,75,17.27,broken clouds
459,Ongandjera,NA,2021-11-02 03:58:58,-17.8833,15.0667,63.55,30,3,8.72,clear sky
460,Rio Grande,BR,2021-11-02 03:58:59,-32.035,-52.0986,69.94,90,86,13.33,overcast clouds
461,Maumere,ID,2021-11-02 03:58:59,-8.6199,122.2111,87.44,64,88,1.48,overcast clouds
462,Denpasar,ID,2021-11-02 03:58:59,-8.65,115.2167,87.46,70,40,6.91,scattered clouds
463,Basco,PH,2021-11-02 03:59:00,20.4487,121.9702,80.65,70,37,18.84,scattered clouds
464,Nybro,SE,2021-11-02 03:59:00,56.7446,15.9071,48.72,96,100,3.53,overcast clouds
465,Port Macquarie,AU,2021-11-02 03:54:18,-31.4333,152.9167,73.36,58,99,12.33,overcast clouds
466,Khorixas,NA,2021-11-02 03:59:01,-20.3667,14.9667,55.9,52,18,1.23,few clouds
467,Almoloya,MX,2021-11-02 03:59:02,19.7,-98.4,48.99,64,41,3.69,scattered clouds
468,Minab,IR,2021-11-02 03:59:02,27.1467,57.0801,72.9,23,3,3.71,clear sky
469,Harper,LR,2021-11-02 03:59:03,4.375,-7.7169,76.87,89,27,5.03,light rain
470,Mount Gambier,AU,2021-11-02 03:59:03,-37.8333,140.7667,82.31,32,87,19.57,overcast clouds
471,Bubaque,GW,2021-11-02 03:59:04,11.2833,-15.8333,82.24,76,3,13.29,clear sky
472,Ahar,IR,2021-11-02 03:59:04,38.4774,47.0699,51.3,75,60,5.99,broken clouds
473,Kenai,US,2021-11-02 03:59:05,60.5544,-151.2583,39.15,94,90,13.8,light rain
474,Santa Rosa,PH,2021-11-02 03:59:05,14.3122,121.1114,90.09,67,71,14.72,broken clouds
475,Gamba,GA,2021-11-02 03:59:06,-2.65,10.0,74.23,92,97,4.0,overcast clouds
476,Mitsamiouli,KM,2021-11-02 03:59:06,-11.3847,43.2844,73.69,88,20,3.44,few clouds
477,Pandamatenga,BW,2021-11-02 03:59:06,-18.5278,25.627,73.94,47,7,3.29,clear sky
478,Rovaniemi,FI,2021-11-02 03:59:07,66.5,25.7167,42.21,100,90,10.36,overcast clouds
479,Robore,BO,2021-11-02 03:59:08,-18.3333,-59.75,75.51,74,11,2.82,few clouds
480,Seoul,KR,2021-11-02 03:55:52,37.5683,126.9778,63.01,60,20,4.61,haze
481,Cao Bang,VN,2021-11-02 03:59:08,22.6667,106.25,67.35,97,100,1.36,overcast clouds
482,Ahuimanu,US,2021-11-02 03:59:09,21.4447,-157.8378,79.45,71,75,4.61,broken clouds
483,Vaxjo,SE,2021-11-02 03:59:09,56.8777,14.8091,48.25,100,90,4.61,mist
484,Kabanga,TZ,2021-11-02 03:59:10,-2.6386,30.4678,59.11,94,94,1.63,light rain
485,Camacha,PT,2021-11-02 03:59:10,33.0833,-16.3333,63.82,88,20,3.44,few clouds
486,San Andres,CO,2021-11-02 03:59:11,12.5847,-81.7006,82.42,78,40,11.5,scattered clouds
487,Ojinaga,MX,2021-11-02 03:59:11,29.5667,-104.4167,74.41,33,1,6.91,clear sky
488,Jaynagar-Majilpur,IN,2021-11-02 03:59:11,22.1758,88.4178,83.05,56,38,6.53,scattered clouds
489,Teya,RU,2021-11-02 03:59:12,60.3778,92.6267,9.23,80,100,5.46,overcast clouds
490,Port Shepstone,ZA,2021-11-02 03:59:12,-30.7414,30.455,65.79,69,63,22.3,broken clouds
491,Balkanabat,TM,2021-11-02 03:59:13,39.5108,54.3671,61.48,45,16,3.24,few clouds
492,Natchitoches,US,2021-11-02 03:59:13,31.7668,-93.1335,56.08,100,1,0.0,clear sky
493,Iqaluit,CA,2021-11-02 03:59:14,63.7506,-68.5145,26.33,68,75,11.99,broken clouds
494,Kaka,TM,2021-11-02 03:59:14,37.3482,59.6143,55.76,35,100,8.05,overcast clouds
495,Mungaa,TZ,2021-11-02 03:59:15,-4.9667,34.8833,63.21,78,60,2.08,broken clouds
496,Haines Junction,CA,2021-11-02 03:59:15,60.7522,-137.5108,28.35,74,60,1.14,broken clouds
497,Blackwater,AU,2021-11-02 03:59:15,-23.5833,148.8833,87.03,31,26,15.79,scattered clouds
498,Erzin,TR,2021-11-02 03:59:16,36.9559,36.2,63.12,82,100,2.95,overcast clouds
499,Buala,SB,2021-11-02 03:59:16,-8.145,159.5921,84.52,71,93,5.1,light rain
500,Pochutla,MX,2021-11-02 03:59:17,15.7432,-96.4661,76.82,89,15,4.23,few clouds
501,Smithers,CA,2021-11-02 03:54:55,54.7804,-127.1743,30.52,69,1,4.61,clear sky
502,Epiniana,GR,2021-11-02 03:59:17,39.1429,21.6134,45.52,97,100,3.22,light rain
503,Ulaangom,MN,2021-11-02 03:59:18,49.9811,92.0667,34.14,47,100,2.24,overcast clouds
504,Kizukuri,JP,2021-11-02 03:59:18,40.8061,140.3861,66.94,63,10,8.86,clear sky
505,Dwarka,IN,2021-11-02 03:59:19,22.2394,68.9678,80.44,46,1,2.57,clear sky
506,Lagoa,PT,2021-11-02 03:59:19,39.05,-27.9833,69.51,83,93,2.1,overcast clouds
507,Takanabe,JP,2021-11-02 03:59:20,32.1333,131.5,71.49,45,82,4.97,broken clouds
508,Russell,US,2021-11-02 03:59:20,32.3502,-85.1999,52.99,81,4,2.35,clear sky
509,Honiara,SB,2021-11-02 03:59:21,-9.4333,159.95,83.32,78,74,0.89,broken clouds
510,Solnechnyy,RU,2021-11-02 03:59:21,50.7214,136.6319,41.0,36,4,4.92,clear sky
511,Bereda,ES,2021-11-02 03:59:21,43.2686,-7.5406,54.41,84,81,7.0,broken clouds
512,Simao,CN,2021-11-02 03:59:22,22.7886,100.9748,73.6,66,37,2.86,scattered clouds
513,Sabha,LY,2021-11-02 03:59:22,27.0377,14.4283,66.34,28,0,2.35,clear sky
514,Sitka,US,2021-11-02 03:57:34,57.0531,-135.33,46.65,52,45,7.85,scattered clouds
515,Magadan,RU,2021-11-02 03:59:23,59.5667,150.8,18.54,57,93,4.34,overcast clouds
516,Pioner,RU,2021-11-02 03:59:23,55.3166,85.9508,20.64,86,75,15.66,light shower snow
517,Banda Aceh,ID,2021-11-02 03:59:24,5.5577,95.3222,84.27,68,91,1.32,overcast clouds
518,Parati,BR,2021-11-02 03:59:24,-23.2178,-44.7131,68.58,96,43,2.35,scattered clouds
